dialog_key,context,response
METALW-017992,"Hello how may I help you?
Are you able to answer game rule related questions?
yes
In the game of tag, how to you tell who is ""it"" first
that would be the first person to ask who's it
Ok, that makes sense, but what if everyone knws that and no one talks for a few minutes, then how is it determined?
it would be whenever one finally says it
How big is a suggested field ofr tag?
i am not equipped with that information
Oh, thanks for your help",anytime
METALW-023988,Hello how may I help you?,"Hi, I need some help with alarms."
DECODE-021723,"__SILENCE__
hi how is your weekend going
its fine ! its nice here in the big city !
are you in new york ? what do you do for a living
i really like video games , they are a lot of fun .
i was born blind so i cannot play video games i wish i could
i really like being a teacher , its very rewarding .
i'm a disc jockey for a country radio station
i think magic mike is a movie i like a lot , uh , because of the music .",i have heard that was a good movie . what kind of music do you like
MELDME-000466,"I gotta tell you, I-I wasn’t expecting to like her at all, I mean I actually wasn’t expecting to like anyone right now, but she’s really terrific.
Ohh, that’s too bad!
No, I-I’m saying I liked her.
Yeah, y'know what, there are other fish in the sea.
Pheebs, I think she’s great. Okay? We’re going out again.
Okay, I hear you! Are you capable of talking about any thing else?
Hey! Which one’s my turkey burger?
Ahh, the one next to my foot. Sorry.
Hey, the fight’s starting!
Okay, we’ll be right in.  So ah, did your boss try to slap you again today?",Nine times!
MOVDIC-048194,"I... sorry, Mister...
That was my king!
Well...sorry...
How are you tonight?
Fuckin' freezing. What can I get ya, Santa?
Jack and Coke.
Want that Jack and Coke or Jack and Pepsi?
Woolworth's!
Hey, Sears! Hey, Wal-Mart!
Saved you a seat, man. Get in on a hand here!",Careful. Watch out for this guy.
MOVDIC-033870,"How's the water?
Too cold. I'm going in again Labor Day. Hope we get this weather next weekend.
You're very tight, y'know?  Right there.",Ow.  He's gotta be more careful in the water...
MPATHY-022246,"I love my dog.
That's so sweet. What kind of dog do you have?
A lab. I was able to walk him without a leash today!
That's a relief. Is he usually difficult to walk?",Not really but knowinghe will mind me makes me believe in his attitude.
CORMOV-080765,"You're wasting your time. I'm not going to play any more of your goddam games.
Parker Barnes, I'd like you to meet Crime Czar Elizabeth Deane.",It's too early in the morning for me to be cordial. You got any coffee?
METALW-005118,"Hello how may I help you?
i need to update a contact
whats the name
Aige
okay working on it
Change it to Shim
alright","Add ""saba"""
DECODE-010657,"I love hot chocolate like I love my girlfriend- a lot.
what is your family like
My family is awesome. They don't mind that I work full time in a bookstore. And yours?
that's lovely , yes , but they don't like my girlfriend
That's too bad. My girlfriend does like my family but they like her. How does that make you feel?
well , we have some similarities , like we both like chocolate , but more differences
What kind of differences? Also speaking of your girlfriend, did you know that we work at the same bookstore?
Friendship!
Yes! I'm glad that we're all friends. We should all meet up at the bookstore where your girlfriend and I work soon.
how about we meet up this weekend?",That's great! Is 9am good? Because my shift is from 8am-1pm
METALW-031159,"Hello how may I help you?
I need payment help for my fees
Sure. I can help you with payments. What can I do for you?
I would like to pay my total fees
Sure. Can I get a credit card from you?
in cash please
We don't accept cash.",I dont have have credit card. Now what?
MOVDIC-027103,"This is not an easy situation.
I know it isn't.
That was just perfect. You've ruined me for anyone else.
I don't want anyone else ever to have you.
I was so worried I wouldn't compare with Hannah.
Oh, my God.
You really do have those thoughts, don't you?
Oh, all the time.
I know she must be a really passionate person.
Yes, she's, she's very warm, but, but it-it's me that wants to be giving to you. I-I-I want to do things for you. Hannah doesn't need me as much.  I'm being presumptuous. Not that you need me.",I want you to take care of me... And I love when you do things to me.
MOVDIC-006071,"My sex life is fine.  My sex life is pretty shitty actually since I stopped seeing you -- maybe I should think about my Electrolux again.
Sorry.
How about the booze?
It's been three months.
How about the coke?
No.
No?
No! I'm working my tail off. I'm off the sauce, I'm not even smoking anymore.
How's not smoking?
It's fucked -- now will you please tell I.A. that I'm just you average healthy totally fucked-up cop and let me get out of here?",Yes.
METALW-011510,"Hello how may I help you?
need some info
I can help you out with the theater festival schedule.
any shows at 9 on july 15th?
There are 3 shows playing at 9pm on July 15th. Julius Caesar, Hamlet, and Pygmalion.
how many spots left for hamlet
Hamlet is currently sold out.
thanks",No problem. Is there anything else I can help you with?
MPATHY-024482,My son is turning two in a few months and I can't help but think about when he was born.,Any big plans? My son just turned 4. I've been nostalgic also.
WOWIKI-000792,"I used to work at party city.
That sounds great. do you live in NY as I understand that is where it is based?
I do not live in NY. There are locations all over.
I think it feels good to deal in party brands. which specific outlet were you working for?
I worked for one in Minnesota.
Steve Mandell who is the founder must have been very thoughtful. It is good to find all you want in one place
It really is a neat store with a large selection.",I also guess he must be very successful as he has opened many branches in many  locations
MOVDIC-002340,I'm sure you can understand our need to cut corners around here.,"Oh, sure. Times are tight, and you gotta free up cash. Gotta spend money to make money. Right?"
MOVDIC-058787,How'd it start?,I called him a sissy.
